COUNTRY NAME; COUNTRY SHORT CODE; COUNTRY LONG CODE; COUNTRY NUMBER CODE; REGION NAME; REGION TYPE; REGIONAL CODE; REGIONAL NUMBER CODE
"Eritrea";ER;ERI;70;"Anseba";Region;"AN";13638
"Eritrea";ER;ERI;70;"Debub";Region;"DU";13641
"Eritrea";ER;ERI;70;"Debubawi K’eyyĭḥ Baḥri";Region;"DK";13639
"Eritrea";ER;ERI;70;"Gash-Barka";Region;"GB";13637
"Eritrea";ER;ERI;70;"Ma’ĭkel";Region;"MA";13640
"Eritrea";ER;ERI;70;"Semienawi K’eyyĭḥ Baḥri";Region;"SK";13636
