COUNTRY NAME; COUNTRY SHORT CODE; COUNTRY LONG CODE; COUNTRY NUMBER CODE; REGION NAME; REGION TYPE; REGIONAL CODE; REGIONAL NUMBER CODE
"Bonaire; Sint Eustatius and Saba";BQ;BES;700;"Bonaire";municipality;"BO";48682
"Bonaire; Sint Eustatius and Saba";BQ;BES;700;"Saba";municipality;"SA";48683
"Bonaire; Sint Eustatius and Saba";BQ;BES;700;"Sint Eustatius";municipality;"SE";48684
